Negative,conservative,@claudiaRtist,#thanksgiving #covid19fear #endthelockdown #democratsaredestroyingamerica
Neutral,conservative,@Edlynn5,"If people are calling you ""careless"" or shaming you in any way for possibly having Thanksgiving, Christmas or New Years with your family because of Covid, ask them why they are virtue signaling.  If they say they aren't virtue signaling but are wanting to ""save lives"", consider asking them the following questions: 1. What are you doing to solve suicides and people now considering suicide who never have before? 2. What are you doing to protect the children stuck at home in abusive environments with no escape? 3. What are you doing to help those who are losing their business, job and livelihoods? 4. What are you doing to help the families who are going hungry over the holidays because of lost income, jobs and retirement? 5. What are you doing about the increased drug and alcohol addictions that are destroying lives because of the lockdowns? 6. What are you doing to help the increased domestic abuse  I CANT TAKE CREDIT FOR The post BUT READ THIS"
Neutral,conservative,@AndieMills311,"I'm curious how others feel about Covid closing schools down. Maybe we should stop fighting so hard to have our kids put back into these public school indoctrination centers, and fight for school choice in order for the money to follow the kids to private, Catholic, Christian, home-schooling, and charter schools? Or, should we continue to fight to have the public schools opened back up?  This is a tough one, because parents need to work, and in most cases it's impossible for them to do so if their children are at home. I'm fortunate enough to live in Texas where we DO have school choice; however, I know a lot of people don't have these options. I am all for taking our children out of the hands of these liberal school systems.  I think we failed when we let the liberals take over public education, universities, and the media. They've worked on these takeovers for decades, so it can't be solved over night. Thoughts?"
Neutral,conservative,@JohnTylerPatriot,It really is this simple.  @NYGovCuomo  has completely gutted and eviscerated New York State since 2010 and has only been blaming President Trump because the President turned off the Federal ATM machine that’s had been refilling Cuomos coffers every time he squandered the taxpayer’s money.  That is what the lockdowns are really about.  Make the people suffer.  Blame the President for withholding federal funds.  Steal an election to install Biden.  Open the Federal ATM to all Liberal States again.  Back to business as usual.  Watch how fast Covid disappears.  @ajcats @marklevinshow @ryanafournier @tuckercarlson @mariabartiromo @Liloudmajority @therealjameswoods @erictrump @donaldjtrumpjr @dbongino  @newsmax  @oann  @RepMattGaetz   @RepAndyBiggs   @RepLeeZeldin   @RepKevinMcCarthy   @RepLouieGohmert   @RepSteveScalise  @drgosar @reparrington @republicanchick @repdonbacon @reprickcrawford @nmalliotakis  #fakenews #thestormishere #thegreatawakening #releasethekracken #impeachcuomo #arrestcuomo #recountny
Neutral,conservative,@Catsailor6969,"COVID? The purpose of any mass weapon is for the casualties it causes, to weaken it’s perpetrator’s opposition and give the perpetrators control.  History has many examples of those who desired world domination and conquest. They had their useful tools, who spread their covert wishes of oppression and power. All of them ultimately failed! Our President has shown that even the most at risk, initial casualties, can be treated and survive. ENOUGH of the use of your tools of oppression you leftist, socialist Democrats! We the People, WILL NOT comply and submit to you any longer! No longer will we be banished to our cells, no longer will we mask, no longer will we allow you to control us. Our contract to be governed DOES NOT give you that power! Civilly and disobediently, we will NOT go quietly into the darkness! Peacefully gather with family and friends, to be thankful for all that we have. What a humble and right thing THANKFULNESS IS! NO tyrants! We DO NOT submit! Make us."
Neutral,conservative,@CommunistsDeserveToDie,"Pakistan is receiving $25 million in a package supposedly aimed to help America get through the shutdowns; $15 million is going to “democracy programs,” while another $10 million is being allocated towards unspecified “gender programs.” After receiving $25 million in the first COVID stimulus, the Kennedy Center is receiving $40 million for operations, maintenance, and renovations. Unsurprisingly, several senators and representatives, including House Speaker Nancy Pelosi, D-Calif., and Senate Majority Leader Mitch McConnell, R-Ky., are on the board. The bill is quite preoccupied with diversity endeavors within the government. The Office of Diversity and Inclusion of the Appropriations Committee are receiving $1.5 million. Further, the bill gives national intelligence 180 days to demonstrate “exercising hiring flexibilities” to “assure quality and diversity of the workforce.”"
Neutral,conservative,@dchlwall,"Look at this news article from The Daily Caller: FARRELL: Potential Biden Buyer’s Remorse What did the idiots think he was going to do? During the Primaries he said “If the science call for it I’ll shut the country down.” Why would anyone buy his “walk back”, did they even look at the Party Platform? Or did they just buy whatever he said because “Orange Man Bad”. I am throughly disgusted with people who do not think, this is about your livelihood, it’s about your children’s and grandchildren’s futures. Who cares whether you like the way Orange Man combs his hair, are you all really that shallow?!? Why the f@#$ would anyone vote for someone who says, “Americans don’t need to know if I’ll pack the court”; who says “I have a plan to handle CoVid” but won’t tell you anything about that “plan”. How can anyone be surprised when his plan is more of what hasn’t worked for the last nine months. People can be so stupid."
Neutral,conservative,@DylanWheeler511,"It makes me sick. Most Trump supporters know the virus is a joke & the vax Trump is pushing will modify people’s DNA. But they simply don’t care. They keep saying it won’t be mandatory so it’s not a big deal. But that couldn’t be further from the truth.... It’s a HUGE deal. Do they not care about the well-being of their family & friends or the tens of millions of other people who are about to take this poisonous cocktail thinking they need it? Do they not care that Trump is the one pushing this abomination on them? Where is their compassion or common sense? And once again, Trump doesn’t need to mandate the vax when the schools, hospitals, airlines, sporting events, places of business, & etc. will all begin to mandate a Covid proof of vax record. Life will become extremely difficult for anyone who doesn’t want to inject themselves with that poison. And when that times comes just remember who championed the vaccine in the first place with Operation Warp Speed & the military."
Neutral,conservative,@Dannybennett101,"Let me be clear, I am the biggest Trump fan. I am also clearly not a Biden fan at all. He is corrupt, a liar, suffering from dementia and in my opinion a pedophile. He has done nothing to improve anything in 47/48 years in politics. I truly believe Biden is just the stepping stone for Kamala Harris to take over the White House. Nancy Pelosi is already trying to put a 25th amendment in place to remove an unfit president. I don’t believe that has a thing to do with Trump having Covid. I think that’s to remove Biden if elected for dementia and Harris to take over. This is my opinion so don’t bother to bash it, I haven’t bashed yours. The 3 time Nobel Prize nominee in the White House just brokered two Middle East Peace Accords, something that 71 years of political intervention and endless war failed to produce. The Father in the White House is the first president that has not engaged us in a foreign war since Eisenhower. The Man in the White House has had the greatest impact on the economy"
Neutral,conservative,@arnoldschultz228,"EU still looking for solutions to budget deal block after Hungary and Poland vetoes 18 Nov, 2020 17:03 ￼ FILE PHOTO. © Getty Images / Kemter Follow RT on￼ France’s Europe minister has said that the European Union is looking into solutions to its budget stalemate after Hungary and Poland vetoed the 2021-2027 budget deal over concerns around a ‘rule of law’ provision. Speaking on Wednesday, French Europe Minister Clement Beaune said “a solution will be found in the coming weeks” despite the issues that prompted the two member states to block the EU’s €1.8 trillion ($2.1 trillion) financial package. The budget includes a large Covid-19 economic recovery plan. The French minister’s confident comments come a day after the EU Council’s German presidency said that it was confident of securing a solution to Hungarian leader Viktor Orban and Polish Prime Minister Mateusz Morawiecki’s opposition to a provision that would make access to money dependent on member states respecting the rul"
Neutral,conservative,@HowardStone,"Funds received from Gov’t per case Alabama $158k per COVID-19 case  Alaska $306,000  Arizona $23k Arkansas $285k California $145k Colorado $58k Connecticut $38k Delaware $127k District of Columbia $56k Florida $132k Georgia $73k Hawaii $301k Idaho $100k Illinois $73,000 Indiana $105k Iowa $235k Kansas $291k Kentucky $297k Louisiana $26k Maine $260k Maryland $120k Massachusetts $44k Michigan $44k Minnesota $380k Mississippi $166k Missouri $175k Montana $315k Nebraska $379k ok Nevada $98k New Hampshire $201k New Jersey $18k New Mexico $171k New York $128k North Carolina $252k North Dakota $339k Ohio $180k Oklahoma $291k Oregon $220k Pennsylvania $68k Rhode Island $52k South Carolina $186,000 South Dakota $241k Tennessee $166k Texas $184k Utah $94k Vermont $87k Virginia $201k Washington $58k West Virginia $471k Wisconsin 173k Wyoming 268k"
Neutral,conservative,@arnoldschultz228,This is a message to all my followers I have been sick with the corona Chinese fucking Chinese fucked up virus yes I said Chinese fucking virus the Chinese fucked virus but I am back and fuck you Joe Biden and may God bless all of us and may God bless America!!!!!!!
Neutral,conservative,@DiamondAndSilk,"If you are afraid of the virus, then stay your ass home. Don't deny people the right to work and make a living because you are fearful of a virus with a 99 percent recovery rate, which we now have Therapeutic Medicines and Vaccines available to treat!"
Neutral,conservative,@Franj63,Wrost that any virus...
Neutral,conservative,@Gypsy48274,Faces of the Virus conspiracy
Neutral,conservative,@DemsRtheEnemyOfUSA,So glad the virus has a watch and only comes out at night.
Neutral,conservative,@Gmwaid,Some very interesting information about the virus and the vaccines from John Rappoport.
